Data;Hora;Irradiacao
04082019;12;819
04082019;13;2228
04082019;14;2616
04082019;15;2683
04082019;16;2027
04082019;17;2359
04082019;18;1615
04082019;19;185.6
04082019;20;557.4
04082019;21;105.1
04082019;22;10.12
04082019;23;3.059
05082019;0;2.785
05082019;1;2.641
05082019;2;1.269
05082019;3;3.116
05082019;4;1.699
05082019;5;0.014
05082019;6;0
05082019;7;0
05082019;8;0
05082019;9;0
05082019;10;48.27
05082019;11;290.9
05082019;12;740.6
05082019;13;2044
05082019;14;2441
05082019;15;2372
05082019;16;2432
05082019;17;2775
05082019;18;1084
05082019;19;778.6
05082019;20;134.7
05082019;21;109
05082019;22;15.93
05082019;23;6.521
06082019;0;3.027
06082019;1;0.287
06082019;2;0.426
06082019;3;0.802
06082019;4;0.292
06082019;5;0.03
06082019;6;0
06082019;7;0
06082019;8;0
06082019;9;0
06082019;10;28.48
06082019;11;187.7
06082019;12;707.3
06082019;13;2285
06082019;14;2533
06082019;15;2287
06082019;16;2830
06082019;17;3294
06082019;18;2803
06082019;19;1585
06082019;20;1317
06082019;21;343.8
06082019;22;7.311
06082019;23;7.425
07082019;0;5.417
07082019;1;10.69
07082019;2;8.100
07082019;3;6.311
07082019;4;2.994
07082019;5;0.075
07082019;6;1.241
07082019;7;1.275
07082019;8;0
07082019;9;0
07082019;10;26.54
07082019;11;170.9
07082019;12;752.3
07082019;13;2427
07082019;14;2908
07082019;15;3155
07082019;16;3017
07082019;17;2689
07082019;18;2943
07082019;19;1984
07082019;20;541.9
07082019;21;153.7
07082019;22;23.93
07082019;23;8.428
08082019;0;2.176
08082019;1;0.264
08082019;2;0.105
08082019;3;0.604
08082019;4;0.101
08082019;5;0
08082019;6;0
08082019;7;0
08082019;8;0.042
08082019;9;0.086
08082019;10;48.95
08082019;11;165.3
08082019;12;712.7
08082019;13;2397
08082019;14;2217
08082019;15;2605
08082019;16;3547
08082019;17;1797
08082019;18;1834
08082019;19;1032
08082019;20;334.6
08082019;21;121.3
08082019;22;16.37
08082019;23;3.576
09082019;0;2.388
09082019;1;2.163
09082019;2;1.342
09082019;3;0.84
09082019;4;0.841
09082019;5;0
09082019;6;0
09082019;7;0.106
09082019;8;0.115
09082019;9;0.119
09082019;10;21.42
09082019;11;226.8
09082019;12;900
09082019;13;2436
09082019;14;2869
09082019;15;3209
09082019;16;3407
09082019;17;3064
09082019;18;2761
09082019;19;2068
09082019;20;363.1
09082019;21;343
09082019;22;14.49
09082019;23;0.669
10082019;0;0.515
10082019;1;0
10082019;2;0
10082019;3;0
10082019;4;0.008
10082019;5;0
10082019;6;0
10082019;7;0
10082019;8;0
10082019;9;0
10082019;10;45.27
10082019;11;160.3
10082019;12;868.2
10082019;13;2469
10082019;14;2840
10082019;15;3175
10082019;16;3455
10082019;17;3396
10082019;18;2968
10082019;19;1949
10082019;20;536.3
10082019;21;151.3
10082019;22;18.37
10082019;23;0.414
11082019;0;1.151
11082019;1;1.037
11082019;2;0.079
11082019;3;0
11082019;4;0
11082019;5;0
11082019;6;0
11082019;7;0
11082019;8;0
11082019;9;0
11082019;10;31.89
11082019;11;173.2
11082019;12;840.1
11082019;13;2269
11082019;14;2511
11082019;15;3150
11082019;16;3475
11082019;19;1652
11082019;21;175.5
11082019;22;17.06
11082019;23;3.494
12082019;6;0
12082019;7;0
12082019;9;0
12082019;11;289.3
12082019;12;695.9
12082019;13;1485
12082019;14;2082
12082019;15;2698
12082019;16;3232
12082019;17;2902
12082019;18;2748
12082019;19;1695
12082019;20;1269
12082019;21;348.4
12082019;22;49.98
12082019;23;7.857
13082019;0;3.079
13082019;1;0.599
13082019;2;0.056
13082019;3;0.571
13082019;4;0
13082019;5;0
13082019;6;0
13082019;7;0
13082019;8;0
13082019;9;0
13082019;10;33.68
13082019;11;169.3
13082019;12;851.6
13082019;13;2424
13082019;14;2262
13082019;15;2926
13082019;16;2450
13082019;17;2985
13082019;18;2869
13082019;19;1786
13082019;20;568
13082019;21;154.9
13082019;22;17.04
13082019;23;2.726
14082019;0;0.298
14082019;1;0.077
14082019;2;0
14082019;3;0
14082019;4;0
14082019;5;0
14082019;6;0
14082019;7;0
14082019;8;0
14082019;9;0
14082019;10;31.64
14082019;11;202.3
14082019;12;861.7
14082019;13;1991
14082019;14;2397
14082019;15;2118
14082019;16;3170
14082019;17;2053
14082019;18;1362
14082019;19;699.8
14082019;20;531.3
14082019;21;107.8
14082019;22;26.91
14082019;23;9.530
15082019;0;4.118
15082019;1;2.137
15082019;2;0.534
15082019;3;0.032
15082019;4;0.139
15082019;5;0.039
15082019;6;0
15082019;7;0
15082019;8;0
15082019;9;0
15082019;10;34.34
15082019;11;182.4
15082019;12;779.4
15082019;13;1718
15082019;14;1880
15082019;15;2433
15082019;16;2766
15082019;17;2743
15082019;18;2265
15082019;19;935.4
15082019;20;850.4
15082019;21;112.3
15082019;22;22.17
15082019;23;5.339
16082019;0;2.395
16082019;1;1.706
16082019;2;0.761
16082019;3;0
16082019;4;1.221
16082019;5;0.687
16082019;6;0.144
16082019;7;0
16082019;8;0
16082019;9;0.039
16082019;10;38.44
16082019;11;423.5
16082019;12;1459
16082019;13;2500
16082019;14;2812
16082019;15;2006
16082019;16;2859
16082019;17;3101
16082019;18;2271
16082019;19;2138
16082019;20;809.9
16082019;21;213.5
16082019;22;13.31
16082019;23;3.995
17082019;0;1.009
17082019;1;0.074
17082019;2;0
17082019;3;0
17082019;4;0
17082019;5;0
17082019;6;0
17082019;7;0
17082019;8;0
17082019;9;0
17082019;10;40.4
17082019;11;460.7
17082019;12;1592
17082019;13;2506
17082019;14;2802
17082019;15;3262
17082019;16;3390
17082019;17;2458
17082019;18;2669
17082019;19;2032
17082019;21;349.6
17082019;22;17.34
17082019;23;1.464
18082019;0;0.227
18082019;1;0
18082019;2;0
18082019;3;0
18082019;4;0
18082019;5;0
18082019;6;0
18082019;7;0
18082019;8;0
18082019;9;0.111
18082019;10;44.65
18082019;11;508.9
18082019;12;1471
18082019;13;1936
18082019;14;2684
18082019;15;2616
18082019;16;3025
18082019;17;3343
18082019;18;2912
18082019;19;2269
18082019;20;1245
18082019;21;304.8
18082019;22;19.43
18082019;23;1.260
19082019;0;1.812
19082019;1;0.476
19082019;2;0
19082019;3;0
19082019;4;0
19082019;5;0
19082019;6;0
19082019;7;0
19082019;8;0
19082019;9;0
19082019;10;37.18
19082019;11;505
19082019;12;1536
19082019;13;2266
19082019;14;2618
19082019;15;3152
19082019;16;2177
19082019;17;1669
19082019;18;2670
19082019;19;1890
19082019;20;1270
19082019;21;329.5
19082019;22;21.65
19082019;23;3.857
20082019;0;3.513
20082019;1;3.368
20082019;2;10.48
20082019;3;5.205
20082019;4;0.006
20082019;5;0
20082019;6;0
20082019;7;0
20082019;8;0
20082019;9;0
20082019;10;42.89
20082019;11;438.6
20082019;12;1486
20082019;13;2082
20082019;14;2784
20082019;15;2457
20082019;16;2718
20082019;17;1819
20082019;18;1853
20082019;19;1530
20082019;20;783.2
20082019;21;173.4
20082019;22;32.63
20082019;23;4.117
21082019;0;0.656
21082019;1;3.029
21082019;2;3.712
21082019;3;0.175
21082019;4;0
21082019;5;0
21082019;6;0
21082019;7;0
21082019;8;0
21082019;9;0
21082019;10;48.36
21082019;11;463.2
21082019;12;1426
21082019;13;1970
21082019;14;2017
21082019;15;2066
21082019;16;1683
21082019;17;1921
21082019;18;847.3
21082019;19;384
21082019;20;207.1
21082019;21;115.6
21082019;22;14.65
21082019;23;1.676
22082019;0;0
22082019;1;0
22082019;2;0.044
22082019;3;0
22082019;4;0
22082019;5;0
22082019;6;0
22082019;7;0
22082019;8;0
22082019;9;0
22082019;10;43.77
22082019;11;414.8
22082019;12;1425
22082019;13;2312
22082019;14;2846
22082019;15;2313
22082019;16;1910
22082019;17;1096
22082019;18;482.3
22082019;19;305.1
22082019;20;263.8
22082019;21;89.71
22082019;22;14.59
22082019;23;2.683
23082019;0;0.575
23082019;1;0.067
23082019;2;0.004
23082019;3;0
23082019;4;0
23082019;5;0
23082019;6;0
23082019;7;0
23082019;8;0
23082019;9;0
23082019;10;54.62
23082019;11;487.2
23082019;12;1459
23082019;13;2299
23082019;14;2347
23082019;15;2202
23082019;16;1460
23082019;17;841.5
23082019;18;1492
23082019;19;460
23082019;20;376.2
23082019;21;123.3
23082019;22;11.38
23082019;23;7.045
24082019;0;2.422
24082019;1;0.719
24082019;2;0
24082019;3;0
24082019;4;0
24082019;5;0
24082019;6;0
24082019;7;0
24082019;8;0
24082019;9;0
24082019;10;42.63
24082019;11;420.7
24082019;12;1398
24082019;13;2388
24082019;14;2451
24082019;15;2914
24082019;16;2328
24082019;17;2188
24082019;18;2559
24082019;19;1680
24082019;20;814.5
24082019;21;279.5
24082019;22;12.07
24082019;23;1.840
25082019;0;0
25082019;1;0
25082019;2;0
25082019;3;0
25082019;4;0
25082019;5;0
25082019;6;0
25082019;7;0
25082019;8;0
25082019;9;0
25082019;10;53.98
25082019;11;445.5
25082019;12;1560
25082019;13;2395
25082019;14;2127
25082019;15;2303
25082019;16;2462
25082019;17;2492
25082019;18;2484
25082019;19;1407
25082019;20;549.1
25082019;21;324.2
25082019;22;27.06
25082019;23;8.993
26082019;0;1.104
26082019;1;0.751
26082019;2;0.282
26082019;3;0
26082019;4;0
26082019;5;0
26082019;6;0
26082019;7;0
26082019;8;0
26082019;9;0
26082019;10;47.41
26082019;11;370.3
26082019;12;1242
26082019;13;1234
26082019;14;1695
26082019;15;1608
26082019;16;2324
26082019;17;3164
26082019;18;2772
26082019;19;1497
26082019;20;165.6
26082019;21;87.1
26082019;22;20.26
26082019;23;4.443
27082019;0;0.013
27082019;1;0
27082019;2;0
27082019;3;0
27082019;4;0
27082019;5;0
27082019;6;0
27082019;7;0
27082019;8;0
27082019;9;0
27082019;10;45.01
27082019;11;369.4
27082019;12;1433
27082019;13;2289
27082019;14;2265
27082019;15;2432
27082019;16;2831
27082019;17;2444
27082019;18;2648
27082019;19;1453
27082019;20;520
27082019;21;62.15
27082019;22;8.933
27082019;23;0.803
28082019;0;2.342
28082019;1;0.172
28082019;2;0.105
28082019;3;0
28082019;4;0
28082019;5;0
28082019;6;0.097
28082019;7;0
28082019;8;0
28082019;9;0
28082019;10;45.28
28082019;11;351.8
28082019;12;1174
28082019;13;1541
28082019;14;2191
28082019;15;2543
28082019;16;2557
28082019;17;2571
28082019;18;2713
28082019;19;1593
28082019;20;1189
28082019;21;249.1
28082019;22;9.742
28082019;23;0.203
29082019;0;0.113
29082019;1;0
29082019;2;0
29082019;3;0
29082019;4;0.194
29082019;5;0.853
29082019;6;0
29082019;7;0
29082019;8;0
29082019;9;0
29082019;10;45.77
29082019;11;342.8
29082019;12;1267
29082019;13;2023
29082019;14;2469
29082019;15;2215
29082019;16;2315
29082019;17;1562
29082019;18;961
29082019;19;545
29082019;20;381
29082019;21;125.2
29082019;22;20.74
29082019;23;5.349
30082019;0;0.755
30082019;1;0.615
30082019;2;5.212
30082019;3;1.243
30082019;4;0
30082019;5;0.514
30082019;6;2.368
30082019;7;0.41
30082019;8;0
30082019;9;0
30082019;10;45.64
30082019;11;322.5
30082019;12;1289
30082019;13;1993
30082019;14;2795
30082019;15;1940
30082019;16;2400
30082019;17;1986
30082019;18;1755
30082019;19;1388
30082019;20;846.6
30082019;21;139.9
30082019;22;18.72
30082019;23;8.122
31082019;0;6.608
31082019;1;0.993
31082019;2;0.492
31082019;3;0
31082019;4;0
31082019;5;0
31082019;6;0.006
31082019;7;0
31082019;8;0
31082019;9;0
31082019;10;46.59
31082019;11;316.6
31082019;12;1500
31082019;13;2026
31082019;14;1776
31082019;15;2330
31082019;16;3171
31082019;17;2217
31082019;18;2813
31082019;19;1342
31082019;20;501.9
31082019;21;203.7
31082019;22;13.51
31082019;23;2.453
01092019;0;2.869
01092019;1;0.273
01092019;2;0
01092019;3;0
01092019;4;0
01092019;5;0
01092019;6;0
01092019;7;0
01092019;8;0
01092019;9;0
01092019;10;50.07
01092019;11;294.2
01092019;12;1518
01092019;13;2375
01092019;14;2629
01092019;15;3086
01092019;16;2388
01092019;17;1102
01092019;18;598.4
01092019;19;490.7
01092019;20;328.9
01092019;21;278.8
01092019;22;28.35
01092019;23;7.103
02092019;0;5.625
02092019;1;0.112
02092019;2;0.183
02092019;3;0.058
02092019;4;0
02092019;5;0
02092019;6;0
02092019;7;0
02092019;8;0
02092019;9;0
02092019;10;52.86
02092019;11;289.2
02092019;12;1379
02092019;13;2448
02092019;14;2478
02092019;15;2420
02092019;16;1101
02092019;17;993.6
02092019;18;1732
02092019;19;1015
02092019;20;1047
02092019;21;274.8
02092019;22;17.76
02092019;23;5.902
03092019;0;1.204
03092019;1;0.568
03092019;2;0.063
03092019;3;0
03092019;4;0
03092019;5;0
03092019;6;0
03092019;7;0
03092019;8;0
03092019;9;0
03092019;10;64.69
03092019;11;359.4
03092019;12;1476
03092019;13;2185
03092019;14;2287
03092019;15;2507
03092019;16;2453
03092019;17;2389
03092019;18;2701
03092019;19;1778
03092019;20;1334
03092019;21;254
03092019;22;14.65
03092019;23;2.879
04092019;0;5.631
04092019;1;7.154
04092019;2;2.640
04092019;3;0
04092019;4;0
04092019;5;0
04092019;6;0
04092019;7;0
04092019;8;0
04092019;9;0
04092019;10;58.64
04092019;11;293.8
04092019;12;1408
04092019;13;2245
04092019;14;2833
04092019;15;2800
04092019;16;2711
04092019;17;2058
04092019;18;1827
04092019;19;1327
04092019;20;818.4
04092019;21;206
04092019;22;16.2
04092019;23;2.837
05092019;0;0.246
05092019;1;0
05092019;2;0
05092019;3;0
05092019;4;0
05092019;5;0
05092019;6;0
05092019;7;0
05092019;8;0
05092019;9;0
05092019;10;45.96
05092019;11;288.4
05092019;12;1370
05092019;13;2210
05092019;14;1762
05092019;15;2736
05092019;16;2614
05092019;17;2244
05092019;18;864.1
05092019;19;603.2
05092019;20;731.6
05092019;21;124.5
05092019;22;11.3
05092019;23;0.029
06092019;0;0
06092019;1;0
06092019;2;0
06092019;3;0
06092019;4;0
06092019;5;0
06092019;6;0
06092019;7;0
06092019;8;0
06092019;9;0
06092019;10;54.26
06092019;11;312.5
06092019;12;1359
06092019;13;2309
06092019;14;2946
06092019;15;3023
06092019;16;2775
06092019;17;1473
06092019;18;496
06092019;19;618
06092019;20;1043
06092019;21;160.7
06092019;22;9.591
06092019;23;2.892
07092019;0;5.084
07092019;1;0.765
07092019;2;0.32
07092019;3;0
07092019;4;0
07092019;5;0
07092019;6;0
07092019;7;0
07092019;8;0
07092019;9;0
07092019;10;56.6
07092019;11;298
07092019;12;1453
07092019;13;2427
07092019;14;2472
07092019;15;2860
07092019;16;3296
07092019;17;3254
07092019;18;2254
07092019;19;660.2
07092019;20;142.1
07092019;21;26.14
07092019;22;6.173
07092019;23;5.267
08092019;0;2.155
08092019;1;0.289
08092019;2;1.464
08092019;3;0.618
08092019;4;1.307
08092019;5;0.256
08092019;6;0
08092019;7;0
08092019;8;0.002
08092019;9;0
08092019;10;52.25
08092019;11;294.8
08092019;12;1379
08092019;13;1957
08092019;14;1751
08092019;15;2738
08092019;16;2569
08092019;17;2591
08092019;18;2222
08092019;19;156.4
08092019;20;62
08092019;21;22.13
08092019;22;7.536
08092019;23;5.899
09092019;0;0.931
09092019;1;0.039
09092019;2;0
09092019;3;0
09092019;4;0
09092019;5;0
09092019;6;0
09092019;7;0
09092019;8;0
09092019;9;0.014
09092019;10;59.46
09092019;11;410.3
09092019;12;1439
09092019;13;2025
09092019;14;2043
09092019;15;2571
09092019;16;2793
09092019;17;3002
09092019;18;2067
09092019;19;2070
09092019;20;970.5
09092019;21;359.8
09092019;22;17.9
09092019;23;7.749
10092019;0;4.783
10092019;1;1.944
10092019;2;2.346
10092019;3;0.041
10092019;4;0.013
10092019;5;0.051
10092019;6;0
10092019;7;0
10092019;8;0
10092019;9;0
10092019;10;56.37
10092019;11;292.9
10092019;12;1359
10092019;13;2297
10092019;14;2969
10092019;15;3305
10092019;16;3222
10092019;17;2859
10092019;18;1969
10092019;19;1688
10092019;20;1112
10092019;21;237
10092019;22;10.94
10092019;23;0.049
11092019;0;0.366
11092019;1;0
11092019;2;0
11092019;3;0
11092019;4;0
11092019;5;0
11092019;6;0
11092019;7;0
11092019;8;0
11092019;9;0
11092019;10;57.21
11092019;11;283
11092019;12;1384
11092019;13;2364
11092019;14;3087
11092019;15;2880
11092019;16;3138
11092019;17;3133
11092019;18;2131
11092019;19;1856
11092019;20;1088
11092019;21;233.5
11092019;22;10.25
11092019;23;1.506
12092019;0;0
12092019;1;0
12092019;2;0
12092019;3;0
12092019;4;0
12092019;5;0
12092019;6;0
12092019;7;0
12092019;8;0
12092019;9;0
12092019;10;62.78
12092019;11;292.5
12092019;12;1418
12092019;13;2439
12092019;14;3017
12092019;15;3506
12092019;16;3179
12092019;17;2354
12092019;18;2708
12092019;19;1816
12092019;20;653.7
12092019;21;75.7
12092019;22;8.424
12092019;23;1.384
13092019;0;0.026
13092019;1;0
13092019;2;0
13092019;3;0
13092019;4;0
13092019;5;0
13092019;6;0
13092019;7;0
13092019;8;0
13092019;9;0
13092019;10;61.92
13092019;11;350
13092019;12;1137
13092019;13;1961
13092019;14;1464
13092019;15;2371
13092019;16;2411
13092019;17;2008
13092019;18;1859
13092019;19;1097
13092019;20;845.5
13092019;21;370.2
13092019;22;15
13092019;23;4.576
14092019;0;0.477
14092019;1;5.161
14092019;2;0.363
14092019;3;0
14092019;4;0
14092019;5;0
14092019;6;0
14092019;7;0
14092019;8;0
14092019;9;0
14092019;10;59.98
14092019;11;275.2
14092019;12;1257
14092019;13;2272
14092019;14;2726
14092019;15;1956
14092019;16;2714
14092019;17;1326
14092019;18;1610
14092019;19;862.5
14092019;20;596.5
14092019;21;316.5
14092019;22;20.78
14092019;23;5.708
15092019;0;5.141
15092019;1;1.739
15092019;2;0.272
15092019;3;0
15092019;4;0.26
15092019;5;0
15092019;6;0
15092019;7;0
15092019;8;0
15092019;9;0.006
15092019;10;73.82
15092019;11;304.4
15092019;12;1449
15092019;13;1770
15092019;14;2142
15092019;15;2607
15092019;16;2301
15092019;17;1928
15092019;18;1488
15092019;19;1318
15092019;20;1059
15092019;21;225.7
15092019;22;11.76
15092019;23;0.771
16092019;0;0.312
16092019;1;0
16092019;2;0
16092019;3;0
16092019;4;0
16092019;5;0
16092019;6;0
16092019;7;0
16092019;8;0
16092019;9;0.165
16092019;10;70.04
16092019;11;295
16092019;12;1339
16092019;13;2189
16092019;14;2167
16092019;15;2274
16092019;16;2736
16092019;17;2498
16092019;18;2154
16092019;19;1570
16092019;20;937.7
16092019;21;65.98
16092019;22;10.05
16092019;23;6.844
17092019;0;8.022
17092019;1;0.384
17092019;2;0.041
17092019;3;0
17092019;4;0
17092019;5;0
17092019;6;0
17092019;7;0
17092019;8;0
17092019;9;0.053
17092019;10;67.45
17092019;11;346.2
17092019;12;1416
17092019;13;1574
17092019;14;2295
17092019;15;2350
17092019;16;2953
17092019;17;2932
17092019;18;891.1
17092019;19;874.9
17092019;20;77.52
17092019;21;42.93
17092019;22;6.969
17092019;23;0.835
18092019;0;0.278
18092019;1;0.218
18092019;2;0.077
18092019;3;0
18092019;4;0
18092019;5;0
18092019;6;0
18092019;7;0
18092019;8;0
18092019;9;0.06
18092019;10;66.66
18092019;11;327.4
18092019;12;1305
18092019;13;1825
18092019;14;2356
18092019;15;2966
18092019;16;3068
18092019;17;2863
18092019;18;1693
18092019;19;2008
18092019;20;398.4
18092019;21;166
18092019;22;13.75
18092019;23;7.631
19092019;0;6.549
19092019;1;0
19092019;2;0
19092019;3;0
19092019;4;0
19092019;5;0
19092019;6;0
19092019;7;0
19092019;8;0
19092019;9;0.094
19092019;10;94.57
19092019;11;473
19092019;12;1517
19092019;13;2643
19092019;14;2860
19092019;15;2787
19092019;16;3319
19092019;17;3080
19092019;18;1781
19092019;19;1723
19092019;20;860.2
19092019;21;203.2
19092019;22;10.29
19092019;23;0
20092019;0;0
20092019;1;0
20092019;2;0
20092019;3;0
20092019;4;0
20092019;5;0
20092019;6;0
20092019;7;0
20092019;8;0
20092019;9;0.119
20092019;10;71.27
20092019;11;363.3
20092019;12;1551
20092019;13;1671
20092019;14;2223
20092019;15;2945
20092019;16;2686
20092019;17;1544
20092019;18;1261
20092019;19;1205
20092019;20;199.8
20092019;21;113.3
20092019;22;13.68
20092019;23;2.678
21092019;0;11.89
21092019;1;2.961
21092019;2;0
21092019;3;0
21092019;4;0
21092019;5;0
21092019;6;0
21092019;7;0
21092019;8;0
21092019;9;0.02
21092019;10;75.76
21092019;11;379.6
21092019;12;1194
21092019;13;1585
21092019;14;1542
21092019;15;2053
21092019;16;2373
21092019;17;2927
21092019;18;2698
21092019;19;2099
21092019;20;1239
21092019;21;216.6
21092019;22;11.85
21092019;23;2.768
22092019;0;1.834
22092019;1;0.404
22092019;2;0
22092019;3;0
22092019;4;0
22092019;5;0
22092019;6;0
22092019;7;0
22092019;8;0
22092019;9;0
22092019;10;70.42
22092019;11;343.6
22092019;12;1495
22092019;13;1945
22092019;14;1902
22092019;15;1799
22092019;16;2779
22092019;17;3035
22092019;18;2675
22092019;19;2167
22092019;20;1352
22092019;21;210
22092019;22;9.067
22092019;23;0.091
23092019;0;0
23092019;1;0.008
23092019;2;0
23092019;3;0.185
23092019;4;0
23092019;5;0
23092019;6;0
23092019;7;0
23092019;8;0
23092019;9;0.001
23092019;10;71.44
23092019;11;346.9
23092019;12;1582
23092019;13;2372
23092019;14;2044
23092019;15;1500
23092019;16;1419
23092019;17;2579
23092019;18;2439
23092019;19;2100
23092019;20;829.7
23092019;21;187.3
23092019;22;8.627
23092019;23;1.434
24092019;0;1.902
24092019;1;1.095
24092019;2;0
24092019;3;0
24092019;4;0
24092019;5;0
24092019;6;0
24092019;7;0
24092019;8;0
24092019;9;0.944
24092019;10;97.25
24092019;11;352.6
24092019;12;1599
24092019;13;2587
24092019;14;2781
24092019;15;3420
24092019;16;3231
24092019;17;2440
24092019;18;1554
24092019;19;2117
24092019;20;830.7
24092019;21;28.21
24092019;22;4.458
24092019;23;2.674
25092019;0;0.074
25092019;1;0
25092019;2;0.091
25092019;3;0
25092019;4;0
25092019;5;0
25092019;6;0
25092019;7;0
25092019;8;0
25092019;9;0.306
25092019;10;66.46
25092019;11;280.3
25092019;12;1611
25092019;13;2139
25092019;14;2087
25092019;15;2038
25092019;16;2165
25092019;17;858.4
25092019;18;759.5
25092019;19;546.5
25092019;20;611.7
25092019;21;282.2
25092019;22;5.783
25092019;23;0.376
26092019;0;0.952
26092019;1;0.076
26092019;2;0
26092019;3;0
26092019;4;0.004
26092019;5;0
26092019;6;0
26092019;7;0.797
26092019;8;0.111
26092019;9;0.604
26092019;10;62.95
26092019;11;399.2
26092019;12;1137
26092019;13;768.1
26092019;14;1042
26092019;15;918.5
26092019;16;1287
26092019;17;1142
26092019;18;1425
26092019;19;2004
26092019;20;1088
26092019;21;118.7
26092019;22;6.594
26092019;23;1.651
27092019;0;1.309
27092019;1;0.197
27092019;2;0
27092019;3;0
27092019;4;0
27092019;5;0
27092019;6;0
27092019;7;0
27092019;8;0
27092019;9;0.048
27092019;10;78.88
27092019;11;345.2
27092019;12;1360
27092019;13;2024
27092019;14;2673
27092019;15;2724
27092019;16;2362
27092019;17;2806
27092019;18;1777
27092019;19;1065
27092019;20;868.7
27092019;21;356
27092019;22;15.77
27092019;23;5.576
28092019;0;12.62
28092019;1;3.410
28092019;2;0
28092019;3;0
28092019;4;0
28092019;5;0
28092019;6;0
28092019;7;0
28092019;8;0
28092019;9;0.21
28092019;10;71.18
28092019;11;326.7
28092019;12;1626
28092019;13;2392
28092019;14;2077
28092019;15;2406
28092019;16;2830
28092019;17;2536
28092019;18;1911
28092019;19;929.6
28092019;20;377.1
28092019;21;149.6
28092019;22;6.381
28092019;23;0.03
29092019;0;0
29092019;1;0
29092019;2;0
29092019;3;0
29092019;4;0
29092019;5;0
29092019;6;0
29092019;7;0
29092019;8;0
29092019;9;0.48
29092019;10;77.98
29092019;11;357.3
29092019;12;1741
29092019;13;2006
29092019;14;2872
29092019;15;2943
29092019;16;2916
29092019;17;2146
29092019;18;1508
29092019;19;558.1
29092019;20;164.3
29092019;21;95.53
29092019;22;6.194
29092019;23;0.024
30092019;0;0
30092019;1;0
30092019;2;0
30092019;3;0
30092019;4;0
30092019;5;0
30092019;6;0
30092019;7;0
30092019;8;0
30092019;9;0.934
30092019;10;79.07
30092019;11;362.3
30092019;12;1836
30092019;13;2705
30092019;14;3111
30092019;15;3039
30092019;16;2489
30092019;17;1801
30092019;18;1490
30092019;19;1367
30092019;20;440.3
30092019;21;164.1
30092019;22;11.07
30092019;23;1.865
01102019;0;0.417
01102019;1;0
01102019;2;0
01102019;3;0
01102019;4;0
01102019;5;0
01102019;6;0
01102019;7;0
01102019;8;0
01102019;9;0.185
01102019;10;81.04
01102019;11;363
01102019;12;1524
01102019;13;1593
01102019;14;1862
01102019;15;2323
01102019;16;2956
01102019;17;3247
01102019;18;1792
01102019;19;1888
01102019;20;1303
01102019;21;297.2
01102019;22;14.64
01102019;23;1.922
02102019;0;0.901
02102019;1;3.759
02102019;2;1.101
02102019;3;0
02102019;4;0
02102019;5;0
02102019;6;0
02102019;7;0
02102019;8;0
02102019;9;0.611
02102019;10;87.02
02102019;11;379.7
02102019;12;1635
02102019;13;2067
02102019;14;2774
02102019;15;2690
02102019;16;2503
02102019;17;2430
02102019;18;1483
02102019;19;938.8
02102019;20;1229
02102019;21;185.2
02102019;22;11.89
02102019;23;16.52
03102019;0;1.213
03102019;1;0
03102019;2;0
03102019;3;0
03102019;4;0
03102019;5;0
03102019;6;0
03102019;7;0
03102019;8;0
03102019;9;0.522
03102019;10;84.17
03102019;11;362.7
03102019;12;1742
03102019;13;2196
03102019;14;2616
03102019;15;2430
03102019;16;2305
03102019;17;2722
03102019;18;2848
03102019;19;1117
03102019;20;946.9
03102019;21;51.42
03102019;22;5.891
03102019;23;2.344
04102019;0;2.825
04102019;1;4.803
04102019;2;2.530
04102019;3;0
04102019;4;0
04102019;5;0
04102019;6;0
04102019;7;0
04102019;8;0
04102019;9;0.541
04102019;10;86.59
04102019;11;393.3
04102019;12;1455
04102019;13;2421
04102019;14;3141
04102019;15;3377
04102019;16;1937
04102019;17;1302
04102019;18;1382
04102019;19;990.9
04102019;20;579.1
04102019;21;148.6
04102019;22;5.155
04102019;23;0.276
05102019;0;0
05102019;1;0
05102019;2;0
05102019;3;0
05102019;4;0
05102019;5;0
05102019;6;0
05102019;7;0
05102019;8;0
05102019;9;0.579
05102019;10;89.95
05102019;11;356
05102019;12;1644
05102019;13;2261
05102019;14;2371
05102019;15;2578
05102019;16;1886
05102019;17;2132
05102019;18;2157
05102019;19;1984
05102019;20;1262
05102019;21;266.6
05102019;22;10.08
05102019;23;0.385
06102019;0;0.034
06102019;1;0.745
06102019;2;0.098
06102019;3;0.792
06102019;4;0
06102019;5;0
06102019;6;0
06102019;7;0.322
06102019;8;0.047
06102019;9;0.358
06102019;10;84.9
06102019;11;400
06102019;12;1634
06102019;13;2348
06102019;14;3155
06102019;15;3268
06102019;16;3474
06102019;17;2267
06102019;18;1311
06102019;19;963.2
06102019;20;609.4
06102019;21;93.09
06102019;22;10.06
06102019;23;6.032
07102019;0;3.634
07102019;1;1.684
07102019;2;0.023
07102019;3;0.307
07102019;4;0
07102019;5;0
07102019;6;0
07102019;7;0
07102019;8;0
07102019;9;0.425
07102019;10;112.9
07102019;11;435.7
07102019;12;1743
07102019;13;1933
07102019;14;1852
07102019;15;2345
07102019;16;2894
07102019;17;2213
07102019;18;1992
07102019;19;1908
07102019;20;1065
07102019;21;243.7
07102019;22;7.211
07102019;23;0.103
08102019;0;0.015
08102019;1;0.005
