Data;Hora;Irradiacao
08102019;2;0
08102019;3;0
08102019;4;0
08102019;5;0
08102019;6;0
08102019;7;0
08102019;8;0
08102019;9;0.351
08102019;10;85.8
08102019;11;463.9
08102019;12;1798
08102019;13;2223
08102019;14;1965
08102019;15;2115
08102019;16;2686
08102019;17;622.2
08102019;18;380.7
08102019;19;169.8
08102019;20;195.2
08102019;21;126
08102019;22;8.925
08102019;23;1.470
09102019;0;0.007
09102019;1;0.001
09102019;2;0
09102019;3;0
09102019;4;0
09102019;5;0
09102019;6;0
09102019;7;0
09102019;8;0
09102019;9;0.977
09102019;10;105.5
09102019;11;520.9
09102019;12;1613
09102019;13;2075
09102019;14;2129
09102019;15;2338
09102019;16;1806
09102019;17;2378
09102019;18;2263
09102019;19;1071
09102019;20;344.6
09102019;21;134.8
09102019;22;5.246
09102019;23;1.576
10102019;0;0.248
10102019;1;0
10102019;2;0
10102019;3;0
10102019;4;0
10102019;5;0
10102019;6;0
10102019;7;0
10102019;8;0
10102019;9;0.77
10102019;10;157.7
10102019;11;575.7
10102019;12;1770
10102019;13;2019
10102019;14;2651
10102019;15;3089
10102019;16;2819
10102019;17;2830
10102019;18;2219
10102019;19;1817
10102019;20;910.2
10102019;21;147.7
10102019;22;7.276
10102019;23;0.306
11102019;0;0
11102019;1;0
11102019;2;0
11102019;3;0
11102019;4;0
11102019;5;0
11102019;6;0
11102019;7;0
11102019;8;0
11102019;9;0.283
11102019;10;107
11102019;11;493.5
11102019;12;1822
11102019;13;1737
11102019;14;2608
11102019;15;2251
11102019;16;2311
11102019;17;1394
11102019;18;1604
11102019;19;1514
11102019;20;160
11102019;21;83.63
11102019;22;6.194
11102019;23;2.389
12102019;0;6.941
12102019;1;0.642
12102019;2;0
12102019;3;0
12102019;4;0
12102019;5;0
12102019;6;0
12102019;7;0
12102019;8;0
12102019;9;0.928
12102019;10;107.9
12102019;11;479.8
12102019;12;1904
12102019;13;2324
12102019;14;2759
12102019;15;2235
12102019;16;2842
12102019;17;2853
12102019;18;1090
12102019;19;968.8
12102019;20;532
12102019;21;246.6
12102019;22;7.481
12102019;23;0.093
13102019;0;0
13102019;1;0
13102019;2;0
13102019;3;0
13102019;4;0
13102019;5;0
13102019;6;0
13102019;7;0
13102019;8;0
13102019;9;0.525
13102019;10;108.7
13102019;11;474
13102019;12;1739
13102019;13;1745
13102019;14;1365
13102019;15;1796
13102019;16;2524
13102019;17;2109
13102019;18;751.1
13102019;19;1738
13102019;20;1212
13102019;21;225.3
13102019;22;11.28
13102019;23;4.148
14102019;0;0.95
14102019;1;2.743
14102019;2;2.427
14102019;3;0.692
14102019;4;0
14102019;5;0
14102019;6;0
14102019;7;0
14102019;8;0
14102019;9;1.212
14102019;10;109.7
14102019;11;496.6
14102019;12;1515
14102019;13;2428
14102019;14;2240
14102019;15;2023
14102019;16;2240
14102019;17;2715
14102019;18;1429
14102019;19;1516
14102019;20;1138
14102019;21;205
14102019;22;14.64
14102019;23;9.029
15102019;0;18.68
15102019;1;10.49
15102019;2;0.133
15102019;3;0
15102019;4;0
15102019;5;0
15102019;6;0
15102019;7;0
15102019;8;0
15102019;9;0.544
15102019;10;133.4
15102019;11;509.1
15102019;12;1288
15102019;13;2390
15102019;14;2891
15102019;15;2401
15102019;16;1420
15102019;17;1967
15102019;18;1549
15102019;19;609.6
15102019;20;390.4
15102019;21;263
15102019;22;15.47
15102019;23;1.024
16102019;0;0
16102019;1;0
16102019;2;0
16102019;3;0
16102019;4;0
16102019;5;0
16102019;6;0
16102019;7;0
16102019;8;0
16102019;9;1.305
16102019;10;119
16102019;11;485.9
16102019;12;1528
16102019;13;2205
16102019;14;2101
16102019;15;3059
16102019;16;1688
16102019;17;956.4
16102019;18;591
16102019;19;584.1
16102019;20;142.5
16102019;21;90.78
16102019;22;7.888
16102019;23;3.307
17102019;0;1.170
17102019;1;0.563
17102019;2;0.072
17102019;3;0
17102019;4;0
17102019;5;0
17102019;6;0
17102019;7;0
17102019;8;0
17102019;9;0.998
17102019;10;84.28
17102019;11;431.9
17102019;12;1940
17102019;13;2543
17102019;14;1772
17102019;15;2265
17102019;16;2123
17102019;17;2729
17102019;18;1775
17102019;19;119.4
17102019;20;63.81
17102019;21;18.74
17102019;22;3.594
17102019;23;0.483
18102019;0;0.014
18102019;1;0.005
18102019;2;0
18102019;3;0
18102019;4;0
18102019;5;0
18102019;6;0
18102019;7;0
18102019;8;0
18102019;9;1.385
18102019;10;114.5
18102019;11;530.5
18102019;12;1799
18102019;13;2169
18102019;14;2729
18102019;15;1916
18102019;16;2021
18102019;17;1203
18102019;18;1277
18102019;19;141.7
18102019;20;88.19
18102019;21;59.31
18102019;22;6.109
18102019;23;1.807
19102019;0;1.541
19102019;1;0.657
19102019;2;0.285
19102019;3;0.06
19102019;4;0
19102019;5;0
19102019;6;0
19102019;7;0
19102019;8;0
19102019;9;2.074
19102019;10;119.9
19102019;11;519.8
19102019;12;1640
19102019;13;2589
19102019;14;2212
19102019;15;2414
19102019;16;1806
19102019;17;1512
19102019;18;986.3
19102019;19;321.2
19102019;20;311.4
19102019;21;32.22
19102019;22;6.080
19102019;23;3.166
20102019;0;1.423
20102019;1;2.519
20102019;2;1.053
20102019;3;0.439
20102019;4;0.663
20102019;5;0
20102019;6;0
20102019;7;0
20102019;8;0
20102019;9;1.458
20102019;10;170.5
20102019;11;622.5
20102019;12;1770
20102019;13;2121
20102019;14;2883
20102019;15;2296
20102019;16;1865
20102019;17;1665
20102019;18;1175
20102019;19;1571
20102019;20;615
20102019;21;117.3
20102019;22;3.328
20102019;23;0
21102019;0;0
21102019;1;0
21102019;2;0
21102019;3;0
21102019;4;0
21102019;5;0
21102019;6;0
21102019;7;0
21102019;8;0
21102019;9;2.102
21102019;10;109.8
21102019;11;510.1
21102019;12;1752
21102019;13;1899
21102019;14;2797
21102019;15;2863
21102019;16;1870
21102019;17;1447
21102019;18;1825
21102019;19;2031
21102019;20;1451
21102019;21;287
21102019;22;6.327
21102019;23;0.006
22102019;0;0
22102019;1;0
22102019;2;0
22102019;3;0
22102019;4;0
22102019;5;0
22102019;6;0.024
22102019;7;0
22102019;8;0.326
22102019;9;1.493
22102019;10;123.7
22102019;11;570.1
22102019;12;1699
22102019;13;2397
22102019;14;1607
22102019;15;750.6
22102019;16;426.4
22102019;17;977.6
22102019;18;2338
22102019;19;1938
22102019;20;1350
22102019;21;223.1
22102019;22;6.096
22102019;23;9.612
23102019;0;3.024
23102019;1;0.808
23102019;2;0.341
23102019;3;0.025
23102019;4;0
23102019;5;0
23102019;6;0
23102019;7;0
23102019;8;0
23102019;9;0.651
23102019;10;129.1
23102019;11;406.6
23102019;12;797.1
23102019;13;1235
23102019;14;1370
23102019;15;2068
23102019;16;1231
23102019;17;1101
23102019;18;1352
23102019;19;961.1
23102019;20;470.1
23102019;21;129.8
23102019;22;3.861
23102019;23;0
24102019;0;0
24102019;1;0
24102019;2;0
24102019;3;0
24102019;4;0
24102019;5;0
24102019;6;0
24102019;7;0
24102019;8;0
24102019;9;2.161
24102019;10;138.9
24102019;11;522.5
24102019;12;2255
24102019;13;2845
24102019;14;2873
24102019;15;2780
24102019;16;2017
24102019;17;2527
24102019;18;2349
24102019;19;2098
24102019;20;1705
24102019;21;319.1
24102019;22;12.6
24102019;23;0.144
25102019;0;0
25102019;1;0
25102019;2;0.032
25102019;3;0.117
25102019;4;0
25102019;5;0
25102019;6;0
25102019;7;0
25102019;8;0
25102019;9;1.784
25102019;10;170.7
25102019;11;615.8
25102019;12;2022
25102019;13;2125
25102019;14;2353
25102019;15;2576
25102019;16;1667
25102019;17;1316
25102019;18;1813
25102019;19;1444
25102019;20;904.2
25102019;21;30.29
25102019;22;5.503
25102019;23;3.098
26102019;0;0.318
26102019;1;0.088
26102019;2;0
26102019;3;0
26102019;4;0
26102019;5;0
26102019;6;0
26102019;7;0
26102019;8;0
26102019;9;1.806
26102019;10;168.8
26102019;11;616.3
26102019;12;1801
26102019;13;1248
26102019;14;3019
26102019;15;3294
26102019;16;2674
26102019;17;2304
26102019;18;1235
26102019;19;1314
26102019;20;124.5
26102019;21;138.2
26102019;22;23.08
26102019;23;6.250
27102019;0;0
27102019;1;0
27102019;2;0
27102019;3;0
27102019;4;0
27102019;5;0
27102019;6;0
27102019;7;0
27102019;8;0
27102019;9;2.578
27102019;10;204.1
27102019;11;722.1
27102019;12;1647
27102019;13;2241
27102019;14;2303
27102019;15;1968
27102019;16;2977
27102019;17;3155
27102019;18;1938
27102019;19;1676
27102019;20;800.6
27102019;21;70.21
27102019;22;3.977
27102019;23;0.739
28102019;0;0
28102019;1;0
28102019;2;0
28102019;3;0
28102019;4;0
28102019;5;0
28102019;6;0
28102019;7;0
28102019;8;0
28102019;9;2.251
28102019;10;221.7
28102019;11;762.5
28102019;12;1687
28102019;13;2079
28102019;14;2169
28102019;15;2120
28102019;16;2379
28102019;17;1376
28102019;18;774.5
28102019;19;1534
28102019;20;703.9
28102019;21;80.73
28102019;22;6.797
28102019;23;1.804
29102019;0;0.872
29102019;1;0
29102019;2;0
29102019;3;0
29102019;4;0
29102019;5;0
29102019;6;0
29102019;7;0
29102019;8;0
29102019;9;1.274
29102019;10;190.9
29102019;11;655.2
29102019;12;1421
29102019;13;1745
29102019;14;1678
29102019;15;2466
29102019;16;1705
29102019;17;1202
29102019;18;1796
29102019;19;1119
29102019;20;650.1
29102019;21;127.3
29102019;22;7.662
29102019;23;1.508
30102019;0;0
30102019;1;0
30102019;2;0
30102019;3;0
30102019;4;0
30102019;5;0
30102019;6;0
30102019;7;0
30102019;8;0
30102019;9;2.908
30102019;10;230.4
30102019;11;670
30102019;12;1584
30102019;13;2135
30102019;14;2701
30102019;15;1567
30102019;16;1800
30102019;17;2034
30102019;18;1955
30102019;19;1530
30102019;20;647
30102019;21;175.6
30102019;22;9.905
30102019;23;3.511
31102019;0;4.043
31102019;1;3.515
31102019;2;5.956
31102019;3;1.271
31102019;4;0
31102019;5;0
31102019;6;0
31102019;7;0
31102019;8;0
31102019;9;2.991
31102019;10;203
31102019;11;692.7
31102019;12;1732
31102019;13;1820
31102019;14;2357
31102019;15;2061
31102019;16;1587
31102019;17;1933
31102019;18;2078
31102019;19;1673
31102019;20;653.1
31102019;21;121.2
31102019;22;4.292
31102019;23;0
01112019;0;0
01112019;1;0
01112019;2;0
01112019;3;0
01112019;4;0
01112019;5;0
01112019;6;0
01112019;7;0
01112019;8;0
01112019;9;1.366
01112019;10;185.8
01112019;11;729.7
01112019;12;1810
01112019;13;2388
01112019;14;2356
01112019;15;2350
01112019;16;2615
01112019;17;1605
01112019;18;665.8
01112019;19;913.4
01112019;20;545.2
01112019;21;155.3
01112019;22;9.895
01112019;23;2.907
02112019;0;5.210
02112019;1;5.641
02112019;2;1.236
02112019;3;0
02112019;4;0
02112019;5;0
02112019;6;0
02112019;7;0
02112019;8;0
02112019;9;2.631
02112019;10;220.4
02112019;11;704.4
02112019;12;1710
02112019;13;2127
02112019;14;1767
02112019;15;1948
02112019;16;1123
02112019;17;1316
02112019;18;1758
02112019;19;1599
02112019;20;763.9
02112019;21;137.9
02112019;22;3.898
02112019;23;0.777
03112019;0;0.042
03112019;1;0
03112019;2;0
03112019;3;0
03112019;4;0
03112019;5;0
03112019;6;0
03112019;7;0
03112019;8;0
03112019;9;0.554
03112019;10;148.4
03112019;11;760.2
03112019;12;1778
03112019;13;2041
03112019;14;1968
03112019;15;1785
03112019;16;2142
03112019;17;2146
03112019;18;2818
03112019;19;1069
03112019;20;1156
03112019;21;130.4
03112019;22;5.544
03112019;23;2.635
04112019;0;1.821
04112019;1;0.053
04112019;2;0.008
04112019;3;0
04112019;4;0
04112019;5;0.02
04112019;6;0
04112019;7;0
04112019;8;0
04112019;9;3.815
04112019;10;247.6
04112019;11;858.9
04112019;12;1694
04112019;13;1367
04112019;14;1472
04112019;15;2382
04112019;16;3117
04112019;17;2010
04112019;18;1436
04112019;19;633.3
04112019;20;337.6
04112019;21;121.6
04112019;22;5.592
04112019;23;0
05112019;0;0
05112019;1;0
05112019;2;0
05112019;3;0
05112019;4;0
05112019;5;0
05112019;6;0
05112019;7;0
05112019;8;0
05112019;9;3.144
05112019;10;276.1
05112019;11;1037
05112019;12;1901
05112019;13;1751
05112019;14;2904
05112019;15;3104
05112019;16;2095
05112019;17;1756
05112019;18;1845
05112019;19;1003
05112019;20;712
05112019;21;93.82
05112019;22;6.331
05112019;23;0.069
06112019;0;0
06112019;1;0
06112019;2;0
06112019;3;0
06112019;4;0
06112019;5;0
06112019;6;0
06112019;7;0
06112019;8;0
06112019;9;2.084
06112019;10;244.4
06112019;11;1016
06112019;12;1896
06112019;13;2372
06112019;14;2002
06112019;15;2103
06112019;16;2362
06112019;17;1335
06112019;18;928.6
06112019;19;552.8
06112019;20;976.2
06112019;21;251
06112019;22;8.210
06112019;23;2.604
07112019;0;8.997
07112019;1;3.102
07112019;2;0.515
07112019;3;0
07112019;4;0
07112019;5;0
07112019;6;0
07112019;7;0
07112019;8;0
07112019;9;1.399
07112019;10;208.8
07112019;11;959.7
07112019;12;1854
07112019;13;1906
07112019;14;2076
07112019;15;2333
07112019;16;2616
07112019;17;2521
07112019;18;1693
07112019;19;1532
07112019;20;775.3
07112019;21;168.8
07112019;22;9.512
07112019;23;3.661
08112019;0;0.575
08112019;1;0.507
08112019;2;0
08112019;3;0
08112019;4;0
08112019;5;0
08112019;6;0.313
08112019;7;0.125
08112019;8;0.013
08112019;9;2.480
08112019;10;125.2
08112019;11;850.3
08112019;12;1188
08112019;13;1534
08112019;14;2001
08112019;15;1669
08112019;16;1698
08112019;17;643.2
08112019;18;806
08112019;19;406.1
08112019;20;602.2
08112019;21;214.7
08112019;22;11.04
08112019;23;2.111
09112019;0;0.413
09112019;1;0.037
09112019;2;0
09112019;3;0
09112019;4;0
09112019;5;0
09112019;6;0
09112019;7;0
09112019;8;0
09112019;9;2.034
09112019;10;224.2
09112019;11;882.2
09112019;12;1480
09112019;13;2325
09112019;14;1860
09112019;15;1947
09112019;16;2400
09112019;17;1591
09112019;18;297.2
09112019;19;308.3
09112019;20;90.56
09112019;21;62.24
09112019;22;6.128
09112019;23;1.704
10112019;0;0.392
10112019;1;0.013
10112019;2;0
10112019;3;0.002
10112019;4;0
10112019;5;0
10112019;6;0
10112019;7;0
10112019;8;0
10112019;9;3.592
10112019;10;184
10112019;11;927.7
10112019;12;1678
10112019;13;1865
10112019;14;2621
10112019;15;2769
10112019;16;2761
10112019;17;3060
10112019;18;1136
10112019;19;319.7
10112019;20;462.3
10112019;21;152.5
10112019;22;9.607
10112019;23;3.570
11112019;0;1.010
11112019;1;0.765
11112019;2;0.029
11112019;3;0.018
11112019;4;0
11112019;5;0
11112019;6;0
11112019;7;0
11112019;8;0
11112019;9;1.293
11112019;10;195
11112019;11;962.4
11112019;12;1526
11112019;13;1640
11112019;14;1867
11112019;15;1654
11112019;16;2671
11112019;17;1735
11112019;18;2105
11112019;19;1222
11112019;20;326.4
11112019;21;112.8
11112019;22;9.078
11112019;23;2.868
12112019;0;0.008
12112019;1;0.732
12112019;2;0.167
12112019;3;0.022
12112019;4;0
12112019;5;0
12112019;6;0
12112019;7;0
12112019;8;0
12112019;9;2.567
12112019;10;228
12112019;11;984.3
12112019;12;1525
12112019;13;1710
12112019;14;2034
12112019;15;1960
12112019;16;1439
12112019;17;1130
12112019;18;856.6
12112019;19;613.6
12112019;20;658.4
12112019;21;231.3
12112019;22;4.251
12112019;23;1.807
13112019;0;0.054
13112019;1;0
13112019;2;0
13112019;3;0
13112019;4;0
13112019;5;0
13112019;6;0
13112019;7;0
13112019;8;0
13112019;9;1.404
13112019;10;189.4
13112019;11;979
13112019;12;1888
13112019;13;1974
13112019;14;2004
13112019;15;2331
13112019;16;2186
13112019;17;1900
13112019;18;579.4
13112019;19;261.2
13112019;20;506.3
13112019;21;225.3
13112019;22;13.46
13112019;23;2.760
14112019;0;0.14
14112019;1;0.008
14112019;2;0
14112019;3;0
14112019;4;0
14112019;5;0
14112019;6;0
14112019;7;0
14112019;8;0
14112019;9;2.187
14112019;10;199.7
14112019;11;938.7
14112019;12;1604
14112019;13;2267
14112019;14;2347
14112019;15;2070
14112019;16;2593
14112019;17;1981
14112019;18;2539
14112019;19;416.5
14112019;20;769.9
14112019;21;291.5
14112019;22;21.75
14112019;23;0.639
15112019;0;0.102
15112019;1;0
15112019;2;0
15112019;3;0
15112019;4;0
15112019;5;0
15112019;6;0
15112019;7;0
15112019;8;0
15112019;9;1.874
15112019;10;120.7
15112019;11;818.8
15112019;12;1776
15112019;13;2352
15112019;14;3041
15112019;15;2858
15112019;16;3469
15112019;17;2633
15112019;18;1170
15112019;19;1627
15112019;20;1088
15112019;21;239
15112019;22;8.562
15112019;23;2.114
16112019;0;0.817
16112019;1;0.848
16112019;2;0
16112019;3;0
16112019;4;0
16112019;5;0
16112019;6;0
16112019;7;0.856
16112019;8;0.12
16112019;9;1.156
16112019;10;95.68
16112019;11;638.2
16112019;12;1473
16112019;13;1754
16112019;14;2144
16112019;15;2247
16112019;16;1109
16112019;17;1306
16112019;18;1332
16112019;19;698.1
16112019;20;457.3
16112019;21;269.9
16112019;22;13.35
16112019;23;3.016
17112019;0;1.195
17112019;1;0.996
17112019;2;0.715
17112019;3;0.385
17112019;4;0
17112019;5;0
17112019;6;0
17112019;7;0
17112019;8;0
17112019;9;2.182
17112019;10;217.8
17112019;11;916.9
17112019;12;1892
17112019;13;2444
17112019;14;2732
17112019;15;2076
17112019;16;2636
17112019;17;1058
17112019;18;757.5
17112019;19;1081
17112019;20;423.8
17112019;21;45.92
17112019;22;0
17112019;23;0
18112019;0;0
18112019;1;0
18112019;2;0
18112019;3;0
18112019;4;0
18112019;5;0
18112019;6;0
18112019;7;0
18112019;8;0
18112019;9;1.028
18112019;10;73.52
18112019;11;363.5
18112019;12;1065
18112019;13;1258
18112019;14;1780
18112019;15;2973
18112019;16;2939
18112019;17;1831
18112019;18;1186
18112019;19;400.2
18112019;20;1025
18112019;21;215.3
18112019;22;8.642
18112019;23;2.832
19112019;0;0.251
19112019;1;0.037
19112019;2;0
19112019;3;0
19112019;4;0
19112019;5;0
19112019;6;0
19112019;7;0
19112019;8;0
19112019;9;4.121
19112019;10;260.6
19112019;11;956.4
19112019;12;1821
19112019;13;2000
19112019;14;1925
19112019;15;2804
19112019;16;3033
19112019;17;2177
19112019;18;538
19112019;19;523.8
19112019;20;476.9
19112019;21;134.3
19112019;22;10.55
19112019;23;4.600
20112019;0;5.473
20112019;1;2.726
20112019;2;1.657
20112019;3;0.7
20112019;4;0.028
20112019;5;0
20112019;6;0
20112019;7;0
20112019;8;0
20112019;9;1.428
20112019;10;102.4
20112019;11;840.9
20112019;12;1139
20112019;13;1588
20112019;14;1793
20112019;15;3497
20112019;16;3472
20112019;17;2853
20112019;18;1380
20112019;19;1244
20112019;20;249.8
20112019;21;121.7
20112019;22;9.934
20112019;23;0.534
21112019;0;0.005
21112019;1;0
21112019;2;0
21112019;3;0
21112019;4;0
21112019;5;0.217
21112019;6;0.405
21112019;7;0.65
21112019;8;0.142
21112019;9;0.754
21112019;10;17.97
21112019;11;131.2
21112019;12;141.6
21112019;13;136.7
21112019;14;372.9
21112019;15;921.9
21112019;16;2128
21112019;17;1674
21112019;18;958
21112019;19;761
21112019;20;487.1
21112019;21;152.9
21112019;22;6.238
21112019;23;0.018
22112019;0;0.087
22112019;1;1.199
22112019;2;0.484
22112019;3;0.06
22112019;4;0.07
22112019;5;0
22112019;6;0
22112019;7;0
22112019;8;0
22112019;9;0.494
22112019;10;71.65
22112019;11;366.3
22112019;12;1809
22112019;13;2528
22112019;14;2845
22112019;15;2156
22112019;16;2648
22112019;17;815.1
22112019;18;514.7
22112019;19;113.3
22112019;20;30.98
22112019;21;19.26
22112019;22;4.300
22112019;23;1.653
23112019;0;0.493
23112019;1;0.361
23112019;2;0.319
23112019;3;0.004
23112019;4;0
23112019;5;0
23112019;6;0.055
23112019;7;0
23112019;8;0
23112019;9;1.555
23112019;10;209.5
23112019;11;1018
23112019;12;1763
23112019;13;2100
23112019;14;2966
23112019;15;2869
23112019;16;3054
23112019;17;3214
23112019;18;1295
23112019;19;1730
23112019;20;1106
23112019;21;356.5
23112019;22;13.6
23112019;23;3.255
24112019;0;0.255
24112019;1;0
24112019;2;0
24112019;3;0
24112019;4;0
24112019;5;0
24112019;6;0
24112019;7;0
24112019;8;0
24112019;9;1.700
24112019;10;226.3
24112019;11;1054
24112019;12;1988
24112019;13;1755
24112019;14;1674
24112019;15;3514
24112019;16;3082
24112019;17;2456
24112019;18;2450
24112019;19;1747
24112019;20;1100
24112019;21;619.4
24112019;22;25.36
24112019;23;3.529
25112019;0;1.150
25112019;1;0.164
25112019;2;0.032
25112019;3;0
25112019;4;0
25112019;5;0
25112019;6;0
25112019;7;0
25112019;8;0
25112019;9;1.353
25112019;10;208.9
25112019;11;973
25112019;12;1704
25112019;13;2421
25112019;14;3079
25112019;15;2679
25112019;16;1822
25112019;17;1316
25112019;18;1727
25112019;19;1188
25112019;20;470.3
25112019;21;193
25112019;22;8.290
25112019;23;1.473
26112019;0;0.306
26112019;1;0
26112019;2;0
26112019;3;0
26112019;4;0
26112019;5;0
26112019;6;0
26112019;7;0
26112019;8;0
26112019;9;1.267
26112019;10;204.2
26112019;11;1009
26112019;12;1778
26112019;13;1201
26112019;14;2040
26112019;15;2474
26112019;16;2366
26112019;17;1286
26112019;18;1237
26112019;19;379.2
26112019;20;364.6
26112019;21;156.2
26112019;22;8.343
26112019;23;0.064
27112019;0;0
27112019;1;0
27112019;2;0
27112019;3;0
27112019;4;0
27112019;5;0
27112019;6;0
27112019;7;0
27112019;8;0
27112019;9;0.842
27112019;10;225.8
27112019;11;996
27112019;12;1807
27112019;13;1724
27112019;14;3010
27112019;15;3011
27112019;16;3403
27112019;17;3013
27112019;18;2268
27112019;19;994.7
27112019;20;846.7
27112019;21;246.3
27112019;22;9.642
27112019;23;2.092
28112019;0;0.004
28112019;1;0
28112019;2;0
28112019;3;0
28112019;4;0
28112019;5;0
28112019;6;0
28112019;7;0
28112019;8;0
28112019;9;0.297
28112019;10;145.7
28112019;11;761.4
28112019;12;1610
28112019;13;2294
28112019;14;2890
28112019;15;3111
28112019;16;2873
28112019;17;2331
28112019;18;2017
28112019;19;1529
28112019;20;1063
28112019;21;220.6
28112019;22;10.7
28112019;23;8.494
29112019;0;17.38
29112019;1;8.863
29112019;2;0.914
29112019;3;0
29112019;4;0
29112019;5;0
29112019;6;0
29112019;7;0
29112019;8;0
29112019;9;2.087
29112019;10;170.4
29112019;11;899.2
29112019;12;1773
29112019;13;2103
29112019;14;2434
29112019;15;2405
29112019;16;3276
29112019;17;2265
29112019;18;2174
29112019;19;1968
29112019;20;1188
29112019;21;471.1
29112019;22;15.44
29112019;23;2.354
30112019;0;1.288
30112019;1;0.377
30112019;2;0
30112019;3;0
30112019;4;0
30112019;5;0
30112019;6;0
30112019;7;0.524
30112019;8;0.314
30112019;9;0.619
30112019;10;159.3
30112019;11;780.9
30112019;12;1610
30112019;13;1724
30112019;14;2082
30112019;15;1962
30112019;16;2360
30112019;17;1397
30112019;18;555.4
30112019;19;649.1
30112019;20;544.2
30112019;21;195.6
30112019;22;7.681
30112019;23;1.175
01122019;0;0
01122019;1;0
01122019;2;0
01122019;3;0
01122019;4;0
01122019;5;0
01122019;6;0
01122019;7;0
01122019;8;0
01122019;9;0.463
01122019;10;197.6
01122019;11;999.1
01122019;12;1818
01122019;13;1747
01122019;14;2668
01122019;15;2383
01122019;16;2378
01122019;17;2298
01122019;18;1414
01122019;19;661.1
01122019;20;597.2
01122019;21;229.7
01122019;22;11.82
01122019;23;0.055
02122019;0;0
02122019;1;0
02122019;2;0
02122019;3;0
02122019;4;0
02122019;5;0
02122019;6;0
02122019;7;0
02122019;8;0
02122019;9;1.004
02122019;10;210
02122019;11;1033
02122019;12;1767
02122019;13;2398
02122019;14;2980
02122019;15;2483
02122019;16;2282
02122019;17;2275
02122019;18;1551
02122019;19;1238
02122019;20;633.4
02122019;21;92.35
02122019;22;6.540
02122019;23;0.005
03122019;0;0
03122019;1;0
03122019;2;0
03122019;3;0
03122019;4;0
03122019;5;0
03122019;6;0
03122019;7;0
03122019;8;0
03122019;9;0.998
03122019;10;210.3
03122019;11;1039
03122019;12;1422
03122019;13;2024
03122019;14;3203
03122019;15;2502
03122019;16;2092
03122019;17;979.8
03122019;18;1652
03122019;19;1203
03122019;20;557.1
03122019;21;175.7
03122019;22;8.713
03122019;23;0.899
04122019;0;0.962
04122019;1;0
04122019;2;0.259
04122019;3;0.11
04122019;4;0.009
04122019;5;0
04122019;6;0
04122019;7;0.062
04122019;8;0
04122019;9;0.344
04122019;10;126.1
04122019;11;863.6
04122019;12;1400
04122019;13;2281
04122019;14;2785
04122019;15;2157
04122019;16;1675
04122019;17;1299
04122019;18;1398
04122019;19;1580
04122019;20;1240
04122019;21;246.2
04122019;22;11.83
04122019;23;4.225
05122019;0;3.597
05122019;1;6.519
05122019;2;0.473
05122019;3;0
05122019;4;0
05122019;5;0
05122019;6;0
05122019;7;0
05122019;8;0
05122019;9;0.164
05122019;10;124.3
05122019;11;562.8
05122019;12;1622
05122019;13;2321
05122019;14;2815
05122019;15;2823
05122019;16;1657
05122019;17;2304
05122019;18;1334
05122019;19;909
05122019;20;725.6
05122019;21;261.8
05122019;22;6.442
05122019;23;0.029
06122019;0;0
06122019;1;0
06122019;2;0
06122019;3;0
06122019;4;0
06122019;5;0.035
06122019;6;0.591
06122019;7;0
06122019;8;0
06122019;9;0.182
06122019;10;159.3
06122019;11;843.6
06122019;12;1761
06122019;13;2019
06122019;14;2718
06122019;15;2291
06122019;16;2041
06122019;17;2174
06122019;18;1024
06122019;19;422.3
06122019;20;581.7
06122019;21;246.9
06122019;22;9.153
06122019;23;0.047
07122019;0;0
07122019;1;0
07122019;2;0
07122019;3;0
07122019;4;0
07122019;5;0
07122019;6;0
07122019;7;0
07122019;8;0
07122019;9;0.708
07122019;10;184
07122019;11;1010
07122019;12;2015
07122019;13;2006
07122019;14;2733
07122019;15;2876
07122019;16;2310
07122019;17;1261
07122019;18;1756
07122019;19;1440
07122019;20;1071
07122019;21;389.9
07122019;22;13.91
07122019;23;1.203
08122019;0;0.297
08122019;1;0
08122019;2;0
08122019;3;0
08122019;4;0.063
08122019;5;0
08122019;6;0
08122019;7;0
08122019;8;0
08122019;9;0.373
08122019;10;167.2
08122019;11;951.5
08122019;12;1839
08122019;13;2597
08122019;14;2854
08122019;15;2697
08122019;16;2251
08122019;17;1011
08122019;18;1695
08122019;19;1502
08122019;20;809.7
08122019;21;182.8
08122019;22;12.23
08122019;23;2.745
09122019;0;0.414
09122019;1;0
09122019;2;0.037
09122019;3;0
09122019;4;0
09122019;5;0
09122019;6;0
09122019;7;0
09122019;8;0
09122019;9;0.366
09122019;10;158.3
09122019;11;863.6
09122019;12;1440
09122019;13;1928
09122019;14;2159
09122019;15;1894
09122019;16;2793
09122019;17;2034
09122019;18;1710
09122019;19;251.8
09122019;20;116.1
09122019;21;47.07
09122019;22;10.42
09122019;23;4.297
10122019;0;9.357
10122019;1;5.720
10122019;2;2.635
10122019;3;0.106
10122019;4;0.147
10122019;5;0
10122019;6;0
10122019;7;0
10122019;8;0
10122019;9;0.315
10122019;10;190.9
10122019;11;788.4
10122019;12;1498
10122019;13;1704
10122019;14;2004
10122019;15;1754
10122019;16;2606
10122019;17;1869
10122019;18;228
10122019;19;212.4
10122019;20;197
10122019;21;69.54
10122019;22;6.249
10122019;23;3.040
11122019;0;1.174
11122019;1;0.452
11122019;2;0.223
11122019;3;0
11122019;4;0
11122019;5;0
11122019;6;0
11122019;7;0
